School_Name,latX,longY,Language,Town
Plasnewydd Primary School,51.61017997,-3.65919002,English medium,MAESTEG
Trelales Primary School,51.50505998,-3.62356001,English medium,BRIDGEND
Ygg Cynwyd Sant,51.60366998,-3.66072001,Welsh medium,MAESTEG
Croesty Primary School,51.51911002,-3.50252001,English medium,BRIDGEND
Corneli Primary,51.52130998,-3.70380001,English medium,BRIDGEND
Llangewydd Junior School,51.51057998,-3.59900999,English medium,BRIDGEND
Porthcawl Primary School,51.48588999,-3.69152,English medium,PORTHCAWL
Ysgol Gymraeg Bro Ogwr,51.51318999,-3.56765001,Welsh medium,BRIDGEND
West Park Primary,51.49155998,-3.70711,English medium,PORTHCAWL
Afon Y Felin Primary School,51.52602998,-3.70341001,English medium,BRIDGEND
Tondu Primary School,51.54062999,-3.60087994,English medium,BRIDGEND
Ysgol Y Ferch O'R Sger,51.52206998,-3.70331001,Welsh medium,BRIDGEND
Ysgol Gynradd Gymraeg Calon Y Cymoedd,51.5686039,-3.58847175,Welsh medium,BRIDGEND
Maes Yr Haul Broadlands,51.50310998,-3.60162,English medium,BRIDGEND
Bryncethin Primary,51.54248999,-3.57236997,English medium,BRIDGEND
Ogmore Vale Primary School,51.60707996,-3.54298001,English medium,OGMORE VALE
Pencoed Primary School,51.52830307,-3.49540433,English medium,BRIDGEND
Oldcastle Primary School,51.50187995,-3.57872006,English medium,BRIDGEND
Brackla Primary School,51.50913999,-3.56389002,English medium,BRIDGEND
Caerau Primary School,51.63342998,-3.65305001,English medium,MAESTEG
Litchard Primary,51.52322995,-3.57904968,English medium,BRIDGEND
Tremains Primary School,51.50865,-3.55219,English medium,BRIDGEND
Mynydd Cynffig Primary,51.5328911,-3.67952506,English medium,BRIDGEND
Penyfai Church In Wales,51.52636001,-3.59771979,English medium,BRIDGEND
St Mary`S & St Patrick`S,51.60619997,-3.65427002,English medium,MAESTEG
St Robert'S Rc Primary,51.53581,-3.59642005,English medium,BRIDGEND
St Mary'S R C Primary School,51.50960995,-3.58610009,English medium,BRIDGEND
Archdeacon John Lewis C In W,51.51209999,-3.55361,English medium,BRIDGEND
Albert Primary School,51.44146999,-3.17246002,English medium,PENARTH
Barry Island Primary School,51.39552999,-3.27228002,English medium,BARRY
Cogan Primary School,51.44277999,-3.18871002,English medium,PENARTH
Colcot Primary School,51.42192998,-3.27560001,English medium,BARRY
Fairfield Primary School,51.44020999,-3.18398002,English medium,PENARTH
Gladstone Primary School,51.40658,-3.27434,English medium,BARRY
High Street Primary School,51.40272998,-3.27897003,English medium,BARRY
Holton Primary School,51.40712004,-3.26226998,English medium,BARRY
Jenner Park Primary School,51.41209002,-3.26313999,English medium,BARRY
Llancarfan Primary School,51.42295194,-3.36414487,English medium,LLANCARFAN
Llanfair Primary School,51.43829999,-3.44178001,English medium,ST MARY CHURCH
Llangan Primary School,51.48649998,-3.48559,English medium,LLANGAN
Palmerston Primary School,51.41735999,-3.23982996,English medium,BARRY
Rhws County Primary School,51.38849998,-3.35135003,English medium,RHOOSE
Sully Primary School,51.40464,-3.21647999,English medium,SULLY
Victoria Primary School,51.43686999,-3.18176002,English medium,PENARTH
St Athan Primary School,51.40165999,-3.41114,English medium,ST ATHAN
St Illtyd Primary School,51.41019998,-3.48423001,English medium,LLANTWIT MAJOR
Evenlode Primary School,51.42940999,-3.18112002,English medium,PENARTH
Llandough County Primary,51.45010997,-3.19741001,English medium,PENARTH
Y Bont Faen Primary School,51.45952998,-3.44741001,English medium,COWBRIDGE
Ysgol Pen-Y-Garth,51.44113999,-3.19618001,Welsh medium,PENARTH
Ysgol Gymraeg Sant Baruc,51.40226998,-3.27968003,Welsh medium,BARRY
Oak Field Primary And Nursery School,51.41602998,-3.26887,English medium,BARRY
Ysgol Iolo Morganwg,51.45892999,-3.44535001,Welsh medium,COWBRIDGE
Ysgol Gymraeg Sant Curig,51.40598998,-3.27849001,Welsh medium,BARRY
Ysgol Gymraeg Gwaun Y Nant,51.41602998,-3.26887,Welsh medium,BARRY
Cadoxton Primary School,51.41412288,-3.25320116,English medium,BARRY
Romilly Primary School,51.40104999,-3.28716003,English medium,BARRY
Ysgol Gymraeg Dewi Sant,51.40700998,-3.47510001,Welsh medium,LLANTWIT MAJOR
Dinas Powys Primary School,51.43487207,-3.2121717,English medium,DINAS POWYS
Ysgol Y Ddraig,51.40431998,-3.47626001,English medium,LLANTWIT MAJOR
St Nicholas C/W Primary School,51.46086998,-3.31261,English medium,ST NICHOLAS
Peterston-Super-Ely Primary,51.48122999,-3.31975999,English medium,PETERSTON SUPER ELY
Gwenfo C/W Primary School,51.44905999,-3.26442,English medium,WENVOE
St Brides C W Primary School,51.46087999,-3.59338001,English medium,ST BRIDES MAJOR
Wick And Marcross C/W Primary,51.43764999,-3.54963002,English medium,WICK
Pendoylan C/W Primary School,51.48209999,-3.35609002,English medium,PENDOYLAN
St Andrew'S C/W Primary School,51.43256,-3.22887995,English medium,DINAS POWYS
Llansannor C/W Primary School,51.50270999,-3.44011001,English medium,LLANSANNOR
St David'S Church-In-Wales,51.47015999,-3.52599002,English medium,COLWINSTON
St Joseph'S Rc Primary School,51.43232998,-3.19689001,English medium,PENARTH
All Saints Cw Primary School,51.40726001,-3.28975999,English medium,BARRY
Parclewis Primary School,51.59666998,-3.32810998,English medium,PONTYPRIDD
St Helen'S Catholic Primary School,51.40957454,-3.26766765,English medium,BARRY
Penderyn Primary,51.76357999,-3.52189001,Welsh medium,HIRWAUN
Oaklands Primary School,51.69605,-3.42450001,English medium,ABERDARE
Alaw Primary School,51.61931998,-3.43462001,English medium,TONYPANDY
Abernant County Primary,51.71997997,-3.43386001,English medium,ABERDARE
Cilfynydd Primary,51.62178003,-3.31821012,English medium,PONTYPRIDD
Brynnau Primary,51.53745999,-3.46478001,English medium,BRYNNA
Coedpenmaen County Primary,51.60643007,-3.33329028,English medium,PONTYPRIDD
Bodringallt Primary School,51.64650998,-3.46673001,English with significant Welsh,PENTRE
Blaengwawr Primary,51.70526999,-3.43452001,English medium,ABERDARE
Coedylan Primary School,51.60597012,-3.34209041,English medium,PONTYPRIDD
Caegarw Primary School,51.68516999,-3.37612001,English medium,MOUNTAIN ASH
Cwmlai Primary,51.57163999,-3.42728,English medium,TONYREFAIL
Dolau Primary,51.53267998,-3.45510001,Dual stream,LLANHARAN
Capcoch Primary School,51.69039999,-3.41459,English medium,ABERDARE
Caradog Primary School,51.7117,-3.4485,English medium,ABERDARE
Ffynnon Taf Primary School,51.54647999,-3.27163001,English medium,TAFF'S WELL
Hawthorn Primary School,51.57948998,-3.30748001,English medium,PONTYPRIDD
Darran Park Primary,51.66035999,-3.45000001,English medium,FERNDALE
Llanilltud Faerdref Primary,51.56590999,-3.31964001,English medium,CHURCH VILLAGE
Gelli Primary School,51.64585998,-3.47655001,English medium,PENTRE
Llantrisant Primary School,51.54529998,-3.37741002,English medium,LLANTRISANT
Hafod Primary School,51.60953999,-3.38188001,English medium,PONTYPRIDD
Maes-Y-Coed Primary School,51.59820001,-3.34988001,English medium,PONTYPRIDD
Cwmdar County Primary School,51.71959999,-3.47454998,English medium,ABERDARE
Llanharan Primary School,51.54122999,-3.44245001,English medium,LLANHARAN
Llwynypia Primary School,51.62715001,-3.45933001,English medium,TONYPANDY
Darrenlas Primary School,51.67869998,-3.38093,English medium,MOUNTAIN ASH
Llanhari Primary,51.51227998,-3.43599001,English medium,LLANHARRY
Pontyclun Primary,51.52065384,-3.39159511,English medium,PONTYCLUN
Parc Primary School,51.65411999,-3.51682001,English medium,TREORCHY
Rhigos Primary School,51.74235,-3.56132001,English medium,ABERDARE
Hirwaun Primary School,51.73599998,-3.51026001,English medium,HIRWAUN
Llwydcoed Primary School,51.73366,-3.45893999,English medium,ABERDARE
Trallwng Infants School,51.60891012,-3.33459039,English medium,PONTYPRIDD
Pengeulan Primary,51.67393999,-3.37013,English medium,MOUNTAIN ASH
Pontrhondda Primary School,51.63942,-3.45357002,English medium,TONYPANDY
Trehopcyn Primary,51.60599007,-3.35800025,English medium,PONTYPRIDD
Pontygwaith Primary School,51.63761999,-3.43368001,English medium,FERNDALE
Trerobart Primary School,51.63629999,-3.35899001,English medium,PONTYPRIDD
Yggpontsionnorton School,51.61229004,-3.32460016,Welsh medium,PONTYPRIDD
Perthcelyn Community Primary School,51.66798999,-3.36577,English medium,MOUNTAIN ASH
Heol Y Celyn Bilingual Primary,51.58615064,-3.30836427,Dual stream,PONTYPRIDD
Ton Pentre Junior School,51.64866998,-3.49074001,English medium,PENTRE
Craig Yr Hesg Primary School,51.62255,-3.32926005,English medium,PONTYPRIDD
Llwyn-Crwn Primary School,51.55403005,-3.36111162,English medium,BEDDAU
Ton Pentre Infants,51.64484998,-3.48661001,English medium,PENTRE
Yggaberdar,51.71773999,-3.46667,Welsh medium,ABERDARE
Trealaw County Primary School,51.62012,-3.44706001,English medium,TONYPANDY
Glenboi Community Primary School,51.68440999,-3.39635001,English medium,MOUNTAIN ASH
Cefn Primary School,51.62143,-3.34182006,English medium,PONTYPRIDD
Treorchy Primary,51.66129999,-3.50542001,English medium,TREORCHY
Williamstown Primary,51.60292998,-3.43928002,English medium,TONYPANDY
Maesybryn Primary School,51.55730997,-3.33125002,English medium,LLANTWIT FARDRE
Tylorstown Primary School,51.64658999,-3.43183002,English medium,FERNDALE
Tref-Y-Rhyg Primary School,51.58297,-3.41711001,English medium,TONYREFAIL
Ysgol Gymraeg Tonyrefail,51.58493549,-3.42752962,Welsh medium,TONYREFAIL
Penygawsi Primary School,51.53568999,-3.375,English medium,LLANTRISANT
Ysgol Gymraeg Llwyncelyn,51.61151999,-3.40031001,Welsh medium,PORTH
Ysgol Gynradd Gymraeg Ynyswen,51.66531,-3.52013001,Welsh medium,TREHERBERT
Tonysguboriau Primary School,51.53596998,-3.38784001,English medium,TALBOT GREEN
Y G G G Llantrisant,51.52615998,-3.37984001,Welsh medium,PONTYCLUN
Ysgol Gymraeg Bodringallt,51.64572998,-3.46605001,Welsh medium,PENTRE
Ygg Castellau,51.55796,-3.36042001,Welsh medium,BEDDAU
Ygg Llyn-Y-Forwyn,51.65889999,-3.44998001,Welsh medium,FERNDALE
Ysgol Gymraeg Evan James,51.60214005,-3.3463602,Welsh medium,PONTYPRIDD
Ysgol Gymraeg Abercynon,51.65163999,-3.32752001,Welsh medium,ABERCYNON
Ygg Bronllwyn School,51.64219998,-3.48428001,Welsh medium,PENTRE
Miskin Primary,51.67513998,-3.37692,English medium,MOUNTAIN ASH
Penpych Community Primary Scho,51.68332999,-3.55066001,English medium,BLAENRHONDDA
Hendreforgan Primary School,51.58231999,-3.46657002,English medium,GILFACH-GOCH
Penyrenglyn Primary,51.6685,-3.52699001,English medium,TREHERBERT
Penywaun Community School,51.73150999,-3.47994002,English medium,ABERDARE
Penrhys Community Primary,51.64423098,-3.44013558,English medium,FERNDALE
Gwaunmeisgyn Primary School,51.55344,-3.35134002,English medium,BEDDAU
Gwauncelyn Primary School,51.56976999,-3.31584001,English medium,TON-TEG
Penrhiwceibr Primary,51.66964999,-3.36314,English medium,MOUNTAIN ASH
Ynyshir Community Primary,51.62237999,-3.40944002,English medium,PORTH
Cwmclydach Community Primary School,51.62684998,-3.47560001,English medium,TONYPANDY
Aberdare Park Primary,51.72010512,-3.45618281,English medium,ABERDARE
Maerdy Primary School,51.67082998,-3.48147002,English medium,FERNDALE
Cwmbach Community Primary,51.71036999,-3.41620001,English medium,ABERDARE
Ynysboeth Community Primary,51.65966999,-3.34521001,English medium,ABERCYNON
Abercynon Primary,51.64658998,-3.32830001,English medium,ABERCYNON
Markham Primary,51.70345999,-3.20658002,English medium,MARKHAM
Cymmer Primary,51.60574595,-3.41252782,English medium,PORTH
St Gabriel'S Rc,51.59202999,-2.93861999,English medium,NEWPORT
Our Lady'S Rc,51.67936998,-3.37446,English medium,MOUNTAIN ASH
St Michaels Primary,51.58943999,-3.32402999,English medium,PONTYPRIDD
Ssgabriel And Raphael Prim,51.61952999,-3.45292001,English medium,TONYPANDY
St Margaret'S Catholic Primary School,51.71046999,-3.45328,English medium,ABERDARE
Aberdare Town C In W Primary,51.70999999,-3.44037001,English medium,ABERDARE
Cwmbach Church In Wales,51.70307999,-3.41182001,English medium,ABERDARE
Abercanaid Community,51.72320892,-3.36162636,English medium,MERTHYR TYDFIL
Cyfarthfa Park Primary School,51.75362089,-3.38756074,English medium,MERTHYR TYDFIL
Caedraw Primary,51.74265495,-3.37883846,English medium,MERTHYR TYDFIL
Gellifaelog Primary School,51.76214999,-3.36339001,English medium,MERTHYR TYDFIL
Pantysgallog Primary School,51.77076998,-3.35639002,English medium,MERTHYR TYDFIL
Gwaunfarren Primary,51.75570192,-3.37499068,English medium,MERTHYR TYDFIL
Heolgerrig Community School,51.74357855,-3.4040841,English medium,MERTHYR TYDFIL
Ynysowen Primary,51.69620505,-3.34214693,English with significant Welsh,MERTHYR TYDFIL
Ysgol Santes Tudful,51.74693048,-3.36768443,Welsh medium,MERTHYR TYDFIL
Bedlinog Community Primary School,51.70298999,-3.31568001,English medium,TREHARRIS
Trelewis Primary School,51.66826924,-3.29484964,English medium,TREHARRIS
Ysgol-Y-Graig,51.76241138,-3.40148024,English medium,MERTHYR TYDFIL
Ysgol Gymraeg Rhyd-Y-Grug,51.68746212,-3.34093741,Welsh medium,MERTHYR TYDFIL
Coed Y Dderwen Primary School,51.75439472,-3.40189858,English medium,MERTHYR TYDFIL
Twynyrodyn Community School,51.74471037,-3.36606753,English medium,MERTHYR TYDFIL
Edwardsville Primary School,51.66319501,-3.32094773,English medium,TREHARRIS
Troedyrhiw  Commmunity Primary School,51.71340767,-3.34689225,English medium,MERTHYR TYDFIL
Dowlais Primary School,51.76222999,-3.34795003,English medium,MERTHYR TYDFIL
Goetre Primary School,51.76112999,-3.38472001,English medium,MERTHYR TYDFIL
St Illtyds Rc,51.76075999,-3.36123002,English medium,MERTHYR TYDFIL
Stmary'S Catholic Primary,51.74309453,-3.37892427,English medium,MERTHYR TYDFIL
St Aloysius Rc,51.75922999,-3.38363001,English medium,MERTHYR TYDFIL
Pengam Primary,51.66873998,-3.22247,English medium,PENGAM
Fleur-De-Lys Primary,51.65791001,-3.21955987,English medium,FLEUR-DE-LIS
Coed-Y-Brain Primary,51.60136998,-3.23081001,English medium,LLANBRADACH
Cwmaber Junior School,51.59783001,-3.26932001,English medium,ABERTRIDWR
Libanus Primary,51.66066,-3.19410002,English medium,BLACKWOOD
Pontllanfraith Primary School,51.65810003,-3.18377004,English medium,PONTLLANFRAITH
Deri Primary School,51.70917997,-3.26678,English medium,DERI
Crumlin High Level Primary,51.67775,-3.14324999,English medium,CRUMLIN
Pentwynmawr Primary School,51.65865999,-3.16274,English medium,PENTWYN-MAWR
Derwendeg Primary School,51.65845994,-3.23671996,English medium,CEFN HENGOED
Tynewydd Primary School,51.67033003,-3.14318,English medium,NEWBRIDGE
Cwmcarn Primary School,51.63401,-3.12871,English medium,CWMCARN
Waunfawr Primary,51.61921,-3.12598002,English medium,CROSSKEYS
Risca Primary,51.60779999,-3.10250001,English medium,RISCA
Fochriw Primary,51.74246998,-3.29598002,English medium,FOCHRIW
Gilfach Fargoed Primary,51.67731999,-3.22798,English medium,GILFACH
Hendre Junior School,51.58024999,-3.24097001,English medium,CAERPHILLY
Hendre Infants School,51.58072999,-3.23964001,English medium,CAERPHILLY
Hengoed Primary,51.65038,-3.23207998,English medium,HENGOED
Llancaeach Junior School,51.65076999,-3.28111002,English medium,NELSON
Llanfabon Infants School,51.64985998,-3.28720002,English medium,NELSON
Rhydri Primary School,51.57642998,-3.16331001,English medium,RUDRY
Nant Y Parc Primary School,51.61138998,-3.28165001,English medium,SENGHENYDD
Pantside Primary,51.67059003,-3.13577999,English medium,PANTSIDE
Tiryberth Primary,51.66370998,-3.22919996,English medium,TIR-Y-BERTH
Ty Isaf Infants School,51.60491999,-3.09127001,English medium,RISCA
Cwm  Ifor  Primary School,51.58765001,-3.24423,English medium,CAERPHILLY
Bryn Primary,51.64986999,-3.20332999,English medium,PONTLLANFRAITH
Ysgol Ifor Bach,51.59976002,-3.27450001,Welsh medium,ABERTRIDWR
Abercarn Primary School,51.65454999,-3.13306,English medium,ABERCARN
Greenhill Primary,51.66502998,-3.26000002,English medium,GELLIGAER
Ysgol Gymraeg Caerffili,51.58240995,-3.22069996,Welsh medium,CAERPHILLY
Ysgol Gymraeg Gilfach Fargod,51.67861999,-3.22793,Welsh medium,GILFACH
Ynysddu Primary School,51.62431998,-3.18620001,English medium,YNYSDDU
Upper Rhymney Primary School,51.76592998,-3.29045001,English medium,RHYMNEY
Ysgol Y Lawnt,51.75916997,-3.28665002,Welsh medium,RHYMNEY
Bryn Awel Primary School,51.75609999,-3.27705001,English medium,RHYMNEY
Ysgol Gymraeg Trelyn,51.66892998,-3.22324,Welsh medium,PENGAM
Phillipstown Primary School,51.72423999,-3.24052,English medium,PHILLIPSTOWN
Maesycwmmer Primary School,51.64355999,-3.22119,English medium,MAESYCWMMER
Bedwas Junior,51.59054997,-3.19897998,English medium,BEDWAS
Machen Primary School,51.59594999,-3.14310004,English medium,MACHEN
Graig-Y-Rhacca Primary And Nursery Community,51.59364997,-3.16880996,English medium,GRAIG-Y-RHACCA
Bedwas Infants,51.59261999,-3.20127002,English medium,BEDWAS
Hendredenny Park Primary,51.58022998,-3.24694001,English medium,CAERPHILLY
Cwm Glas Infants School,51.61579999,-3.22571002,English medium,LLANBRADACH
Cwmaber Infants School,51.59981002,-3.26912,English medium,ABERTRIDWR
Ysgol Gymraeg Bro Allta,51.64147998,-3.23902004,Welsh medium,YSTRAD MYNACH
Cwmfelinfach Primary,51.61883999,-3.17980001,English medium,CWMFELINFACH
Ysgol Gymraeg Cwm Gwyddon,51.64760999,-3.13332,Welsh medium,ABERCARN
Y G G  Y Castell,51.57469997,-3.22479999,Welsh medium,CAERPHILLY
Cwrt Rawlin Primary School,51.56997998,-3.24143001,English medium,CAERPHILLY
Cefn Fforest Primary,51.67237998,-3.21106005,English medium,CEFN FFOREST
Penllwyn Primary,51.65589996,-3.20024002,English medium,PONTLLANFRAITH
Blackwood Primary,51.66621997,-3.20203011,English medium,BLACKWOOD
Glyn-Gaer Primary School,51.66493997,-3.24558,English medium,GELLIGAER
Park Primary,51.68616999,-3.23324,English medium,BARGOED
Aberbargoed Primary School,51.69295999,-3.22548,English medium,ABERBARGOED
Trinant Primary,51.69860999,-3.14702001,English medium,TRINANT
Ty Sign Primary School,51.60999999,-3.09284001,English medium,RISCA
Tyn-Y-Wern Primary,51.5925,-3.18487003,English medium,TRETHOMAS
Twyn Primary,51.57450996,-3.21522002,English medium,CAERPHILLY
White Rose Primary School,51.71755998,-3.23464001,English medium,ELLIOT'S TOWN
Ysgol Bro Sannan,51.68975999,-3.21890999,Welsh medium,ABERBARGOED
Plasyfelin Primary School,51.58203104,-3.22483049,English medium,CAERPHILLY
St James Primary School,51.58174998,-3.20124,English medium,CAERPHILLY
St Gwladys Bargoed School,51.69236999,-3.23138,English medium,BARGOED
Rhiw Syr Dafydd Primary School,51.68003,-3.17444,English medium,OAKDALE
Ystrad Mynach Primary,51.64184998,-3.23934004,English medium,YSTRAD MYNACH
Ysgol Gynradd Gymraeg Cwm Derwen,51.68066999,-3.17904999,Welsh medium,OAKDALE
Ysgol Penalltau,51.65553997,-3.24396997,Welsh medium,PENALLTA
St Helens Rc Primary,51.58020997,-3.20315,English medium,CAERPHILLY
Bryn Bach Primary School,51.78626,-3.26187001,English medium,TREDEGAR
Glanhowy Primary School,51.78301003,-3.24683997,English medium,TREDEGAR
Deighton Junior And Infants,51.78065003,-3.24865997,English medium,TREDEGAR
Georgetown Junior And Infants,51.76667999,-3.23555002,English medium,TREDEGAR
Sofrydd Primary,51.68341995,-3.13507006,English medium,ABERTILLERY
Cwm Primary School,51.74447917,-3.18783348,English medium,EBBW VALE
Beaufort Hill Primary,51.79688996,-3.19623001,English medium,EBBW VALE
Willowtown Primary School,51.78132998,-3.21516003,English medium,EBBW VALE
Blaen-Y-Cwm Primary School,51.79549998,-3.17314001,English medium,BRYNMAWR
Ysgol Gymraeg Brohelyg,51.77715999,-3.16900001,Welsh medium,BLAINA
Glyncoed Primary,51.79211001,-3.21136001,English medium,EBBW VALE
Rhos Y Fedwen,51.79967007,-3.22316006,English medium,EBBW VALE
Ystruth Primary,51.76706998,-3.15435,English medium,BLAINA
St Illtyd'S Primary School,51.69957999,-3.13357001,English medium,ABERTILLERY
Coed Y Garn Primary School,51.77663999,-3.16356001,English medium,BLAINA
St Mary'S Roman Catholic,51.79709998,-3.17274001,English medium,BRYNMAWR
St Mary'S Church School,51.80322997,-3.17164001,English medium,BRYNMAWR
All Saints Rc Primary School,51.77845999,-3.22276001,English medium,EBBW VALE
St Joseph'S Rc Primary,51.78541001,-3.25748,English medium,TREDEGAR
Llanyrafon Primary School,51.64908492,-3.00825216,English medium,CWMBRAN
Maendy Junior And Infants,51.65831998,-3.02484001,English medium,CWMBRAN
Llantarnam Community Primary School,51.63504925,-3.00756796,English medium,CWMBRAN
Pontnewydd Primary & Nursery,51.66123143,-3.03318671,English medium,CWMBRAN
Greenmeadow Primary,51.64998998,-3.05411,English medium,CWMBRAN
Cwmffrwdoer Primary,51.71090999,-3.06600002,English medium,PONTYPOOL
George Street Primary School,51.70567999,-3.04685001,English medium,PONTYPOOL
Ysgol Gymraeg Cwmbran Primary,51.64554999,-3.03424003,Welsh medium,CWMBRAN
Garnteg Primary,51.73597998,-3.06439001,English medium,PONTYPOOL
Ysgol Bryn Onnen,51.74585999,-3.06422001,Welsh medium,PONTYPOOL
Woodlands Community Primary School,51.66221999,-3.04749001,English medium,CWMBRAN
New Inn Primary School,51.69257999,-3.00422002,English medium,PONTYPOOL
Griffithstown Primary School,51.68292,-3.02499002,English medium,PONTYPOOL
Penygarn Community Primary School,51.70997999,-3.03431,English medium,PONTYPOOL
Blenheim Road Community Primary School,51.64743814,-3.04086573,English medium,CWMBRAN
Coed Eva Primary School,51.64107165,-3.04634039,English medium,CWMBRAN
Croesyceiliog Primary School,51.66257999,-3.00817002,English medium,CWMBRAN
Nant Celyn Primary School,51.64237,-3.03893004,English medium,CWMBRAN
Ysgol Panteg,51.67978665,-3.01929662,Welsh medium,PONTYPOOL
Blaenavon Heritage Vc Primary School,51.7737216,-3.07739295,English medium,BLAENAVON
Cwmbran Rc Jnr & Infts,51.64881,-3.02274001,English medium,CWMBRAN
St Davids Cwmbran Rc School,51.66290999,-3.01994002,English medium,CWMBRAN
Henllys Church In Wales,51.64212,-3.05819004,English medium,CWMBRAN
Padre Pio Rc Primary School,51.70363998,-3.04875001,English medium,PONTYPOOL
Ponthir Church In Wales School,51.63179999,-2.97826001,English medium,CWMBRAN
Gilwern Primary School,51.82976999,-3.09111001,English medium,GILWERN
Goytre Fawr Primary,51.73503999,-2.98259,English medium,GOYTRE
Undy Primary School,51.58029999,-2.82197002,English medium,UNDY
Rogiet County Primary,51.58645999,-2.78068,English medium,ROGIET
Pembroke Primary,51.63131999,-2.67747,English medium,CHEPSTOW
Llanvihangel Crucorney County Primary School,51.88612999,-2.97022001,English medium,PANDY
Thornwell Primary School,51.62505977,-2.66938129,English medium,CHEPSTOW
Durand Primary School,51.58648999,-2.75110001,English medium,CALDICOT
Llandogo Primary,51.73527998,-2.68667003,English medium,LLANDOGO
Shirenewton Primary School,51.64276998,-2.75327001,English medium,MYNNYDDBACH
Trellech Junior & Infants,51.74754999,-2.72441001,English medium,TRELLECH
The Dell Primary,51.64330999,-2.67926002,English medium,CHEPSTOW
Overmonnow Primary School,51.81033999,-2.72680002,English medium,MONMOUTH
Cross Ash County Primary School,51.87500999,-2.86495,English medium,GROSMONT
Ysgol Gymraeg Y Fenni,51.83479543,-3.00896117,Welsh medium,ABERGAVENNY
Ysgol Gymraeg Y Ffin,51.59582999,-2.75778002,Welsh medium,CALDICOT
Cantref Primary,51.82743998,-3.02662002,English medium,ABERGAVENNY
Deri View Primary School,51.83518998,-3.01479002,English medium,ABERGAVENNY
Kymin View Primary School,51.80600999,-2.69984002,English medium,MONMOUTH
Castle Park Primary School,51.59344999,-2.74917002,English medium,CALDICOT
Llanfoist Fawr Primary,51.81124999,-3.02854002,English medium,LLANFOIST
Dewstow,51.59247999,-2.75906002,English medium,CALDICOT
Llantilio Pertholey Cv Primary,51.84004998,-3.00949002,English medium,LLANTILIO PERTHOLEY
Usk Primary School,51.70532458,-2.89775602,English medium,USK
Raglan Primary,51.76429999,-2.85063,English medium,RAGLAN
Osbaston Church In Wales School,51.82010258,-2.71835334,English medium,MONMOUTH
Magor V A Primary School,51.57999999,-2.82879001,English medium,MAGOR
Our Lady & St Michael'S Rc,51.82651998,-3.02197001,English medium,ABERGAVENNY
St Mary'S Rcpschool,51.63549999,-2.67879001,English medium,CHEPSTOW
Archbishop Rowan Williams Va,51.59183999,-2.72554002,English medium,PORTSKEWETT
Clytha Primary School,51.58487999,-3.01135,English medium,NEWPORT
Crindau Primary School,51.59920999,-2.99636001,English medium,NEWPORT
Eveswell Primary School,51.5896,-2.97334002,English medium,NEWPORT
Maesglas Primary & Nursery,51.56691998,-3.01067001,English medium,NEWPORT
Maindee Primary,51.58724999,-2.98662001,English medium,NEWPORT
Malpas Court Primary,51.61763999,-3.01205002,English medium,NEWPORT
St Woolos Primary,51.58488999,-2.99735,English medium,NEWPORT
Somerton Primary,51.58714999,-2.95952002,English medium,NEWPORT
Glasllwch Primary School,51.58221,-3.02804003,English medium,NEWPORT
Malpas Park Jnr & Infts,51.61699999,-3.00653001,English medium,NEWPORT
Langstone Primary School,51.61258999,-2.89316001,English medium,NEWPORT
Llanmartin Junior & Infants,51.59407999,-2.89444,English medium,NEWPORT
Marshfield Primary School,51.54019997,-3.07634003,English medium,CARDIFF
Mount Pleasant Primary,51.59435,-3.04806996,English medium,NEWPORT
Rogerstone Primary,51.58651638,-3.04973483,English medium,NEWPORT
High Cross Primary School,51.58659999,-3.03852001,English medium,NEWPORT
Pentrepoeth Primary,51.57756998,-3.06021,English medium,NEWPORT
Pillgwenlly Primary School,51.57770999,-2.99269001,English medium,NEWPORT
Ysgol Gymraeg Casnewydd,51.58508999,-2.93469001,Welsh medium,NEWPORT
Alway Primary School,51.58595999,-2.95249002,English medium,NEWPORT
Ringland Primary,51.58886999,-2.93815,English medium,NEWPORT
Millbrook Primary,51.61199999,-3.01848003,English medium,NEWPORT
Monnow Primary,51.60906998,-3.03275002,English medium,NEWPORT
Glan Usk Primary,51.60112999,-2.98731,English medium,NEWPORT
Ysgol Gymraeg Ifor Hael,51.61159999,-3.01692003,Welsh medium,NEWPORT
Lliswerry Primary School,51.57914999,-2.95792002,English medium,NEWPORT
St Julians Primary School,51.59977998,-2.96471001,English medium,NEWPORT
Ysgol Gymraeg Bro Teyrnon,51.60694999,-3.00043002,Welsh medium,NEWPORT
Caerleon Lodge Hill Primary,51.61628999,-2.96893002,English medium,NEWPORT
St Andrews Primary School,51.58127727,-2.97018823,English medium,NEWPORT
Gaer Primary School,51.577042,-3.01664506,English medium,NEWPORT
Tredegar Park Primary,51.56265877,-3.01798001,English medium,NEWPORT
Jubilee Park Primary School,51.58325823,-3.05722065,English medium,NEWPORT
Milton Primary School,51.59601712,-2.92930592,English medium,NEWPORT
Malpas Church In Wales Primary School,51.60979998,-3.00200001,English medium,NEWPORT
St Davids Primary,51.56949998,-3.01945002,English medium,NEWPORT
St Josephs Rc Jnr & Infts,51.59237999,-2.97905002,English medium,NEWPORT
St Marys Primary School,51.59206998,-3.00107,English medium,NEWPORT
St Michael'S Rc Primary School,51.57394999,-2.99333001,English medium,NEWPORT
St Patricks Rc Primary,51.58421998,-2.96663002,English medium,NEWPORT
